0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 9.300852160185011144e+02 2.354145127526451053e-02 1.233961375766622569e-04 1.150539440405410341e+00
3.000000000000000000e+00 9.325679449983534823e+02 3.688825529977712847e-02 1.341327198230446178e-04 1.845273070868221899e+00
4.000000000000000000e+00 9.059473312036285506e+02 3.786607038030937594e-02 1.252741194913290022e-04 2.117678472421691716e+00
5.000000000000000000e+00 8.766243064969860370e+02 3.038026067175941813e-02 1.061220532988411009e-04 2.129543535036453328e+00
6.000000000000000000e+00 8.519993176521986697e+02 2.063817397327647948e-02 8.478496964050687775e-05 2.003323056636505228e+00
7.000000000000000000e+00 8.333020085045162659e+02 1.289855184963413157e-02 6.641489023756822450e-05 1.811009273756774896e+00
8.000000000000000000e+00 8.200984077311347846e+02 8.396258171338228521e-03 5.342481761478760959e-05 1.594677733254630470e+00
9.000000000000000000e+00 8.113187801824531107e+02 6.329276800054980598e-03 4.635040337903980777e-05 1.386646761461331590e+00
1.000000000000000000e+01 8.066234332934925533e+02 5.361133812400521552e-03 4.455689019927818844e-05 1.208245333726079007e+00
1.100000000000000000e+01 8.055985927311337491e+02 4.597430283203351835e-03 4.690380544404653643e-05 1.068266849914763839e+00
1.200000000000000000e+01 8.069232381639224059e+02 3.785114402213919302e-03 5.225177804263867620e-05 9.682290785415587075e-01
1.300000000000000000e+01 8.094002216456863152e+02 3.044390840836770119e-03 5.964707845045812514e-05 9.041298954101025798e-01
1.400000000000000000e+01 8.128183874276232928e+02 2.537026849889367601e-03 6.840167682180209264e-05 8.731711450623166337e-01
1.500000000000000000e+01 8.175496678066616596e+02 2.300493388959152889e-03 7.809997801539245296e-05 8.734890896456141141e-01
1.600000000000000000e+01 8.239121510744454326e+02 2.271080576181183901e-03 8.852492924485774609e-05 8.976609114957150304e-01
1.700000000000000000e+01 8.313317037689255358e+02 2.387802670805016635e-03 9.957858311756734890e-05 9.352881538609058021e-01
1.800000000000000000e+01 8.388822245413879273e+02 2.607640129565673773e-03 1.111977266893326364e-04 9.793291737003391173e-01
1.900000000000000000e+01 8.480163061581057491e+02 2.942290969359982224e-03 1.233709828144084492e-04 1.031091802581036720e+00
2.000000000000000000e+01 8.576689549307650395e+02 3.393441997584178971e-03 1.360971920498314227e-04 1.084390098412863157e+00
