nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71.180048,61.612878,59.402827,46.727154,67.343011,68.715737,87.472948,77.903651,91.552251,82.720389,94.832309,76.995857,81.662949,85.588759,85.666219,74.467606,73.563308,117.931949,79.089851,69.800883,75.331815,76.444029,83.914129,79.576983,84.343020,77.957083,74.953775,75.819158,76.756836,84.681520,61.609560,84.099670,29.295326,19.736132,43.474185,60.636348,73.338949,71.908793,56.963410,69.822349,45.265080,65.453356,65.349561,64.082433,73.013271,82.094076,64.928171,42.936395,49.574541,117.967012,314.172316,73.136055,112.996502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.534143,10732.410349,1146.143838,568.399371,1669.056909,294.476026,181.317526,37.427775,9.537174,15.568425,48.345332,26.682341,60.143830,58.129625,64.927335,48.758876,49.586969,47.457131,53.953910,24.346401,51.739016,51.383175,48.702805,54.803818,37.206591,49.830992,57.407173,57.306066,44.674919,145.422680,77.895017,41.054060,49.280802,49.102111,46.520420,36.510834,53.796615,19.386277,23.918736,20.674400,39.622540,35.472992,27.182834,19.725596,24.141721,34.090832,22.961985,9.387891,59.013219,20.933654,14.605352,29.718339,33.315165,2534.276190,14100.033145,1123.633600,87.207975,179.423944,89.827435,112.974452,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1405.513918,4985.256540,8366.479189,13201.963723,19618.257760,5628.655101,45.986607,45.120300,25.122060,50.948349,36.751036,44.897809,72.682923,52.642017,44.403151,35.447354,42.511432,54.600536,35.352438,57.040167,53.042316,30.904579,30.701452,57.627724,43.703571,189.118808,52.172571,153.299800,29.288212,47.623206,49.622853,39.335088,52.093166,108.886352,72.970439,41.786534,71.118780,32.603801,23.252286,27.463925,15.845261,35.886472,49.482705,30.057722,44.246030,35.126168,26.617839,19.573113,23.800756,23.665568,18.469509,54.085202,26.188445,332.706690,3.852712,52.800688,10.940392,1.576585,155.804810,77.777528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,112.979304,75.495789,4943.987334,4826.745399,3260.843894,51.557879,193.425511,7.207230,22.968932,51.285256,31.571266,33.347310,43.553495,49.317413,29.892315,38.318967,45.695931,48.478490,41.307379,61.850030,56.944876,58.237474,66.281093,69.215827,42.163575,40.454730,38.279930,59.294587,55.906097,58.677023,39.382393,69.631830,36.861050,64.595640,39.253425,62.607242,37.783656,31.181332,73.239788,6.907756,27.853107,34.802373,30.250221,45.315545,47.153888,47.969313,36.836943,34.918874,20.019446,39.803786,37.316079,46.244718,131.361223,1493.967852,86.661621,53.437500,173.803304,76.868276,1.956796,111.895440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.449007,136.372787,447.408737,29.644184,20.929958,33.973973,35.462943,26.208526,76.016421,60.255236,48.335159,42.235306,548.316847,24.554086,27.208370,50.680960,57.445537,53.071446,47.040905,56.666881,70.186796,71.690846,67.880467,51.573647,63.960353,57.627842,30.939585,74.117047,46.733643,54.689309,43.885527,52.877024,48.390662,49.925699,11.251362,38.889270,33.969732,35.649362,30.915002,15.848195,39.970842,31.831223,34.941310,26.290050,24.936458,29.357958,47.809064,43.443861,34.912635,942.615071,750.673312,7142.489150,113.000474,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,255.892747,370.103208,68.459295,43.493125,42.208800,43.987587,46.338383,50.652342,48.246260,40.563822,34.158109,66.403322,42.899988,25.247244,34.674057,56.883829,65.445081,53.429605,51.116932,57.751157,59.147953,51.172133,46.557383,75.121049,58.614002,65.981342,35.802918,54.599757,80.314571,62.558326,68.213230,39.628531,60.424200,67.933453,61.482169,35.879580,36.885545,38.172154,36.892628,42.704547,21.788013,45.984849,51.431816,7.348444,24.923626,34.914218,41.434617,55.472591,115.061317,684.383132,196.068551,1146.847258,110.549860,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,158.667987,825.149193,103.610188,37.585902,33.004140,52.133533,43.705298,48.694222,43.751882,3578.402167,30.049722,47.242249,58.712790,45.097861,534.190108,69.014324,70.932499,63.294015,63.433803,49.380694,80.805536,47.920023,45.752533,59.744662,69.591447,56.715892,55.934968,61.616586,45.187730,62.741547,68.450301,71.651006,58.446524,67.114222,323.288007,36.870058,34.370508,51.822069,45.587646,25.608202,47.192921,50.584667,33.640467,26.228596,32.367452,31.348952,82.265987,92.898152,127.455577,222.364559,351.168578,4644.705636,107.246834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,131.568372,616.637812,64.709008,50.337449,14.690000,36.891504,23.276180,43.940186,29.019135,42.454662,30.811753,50.770447,43.761436,59.743779,49.408696,18.562769,39.419603,45.769630,52.907983,60.844051,50.531776,70.424228,44.657302,53.844061,53.563715,49.433475,47.036381,65.553712,49.332968,26.499451,48.416363,62.743974,65.885075,64.363853,308.597925,49.915613,45.473272,42.819381,100.665407,43.958145,33.945965,52.628198,48.476066,28.117001,28.905621,38.631582,51.643412,46.078205,92.886454,196.656375,124.701339,4780.663675,162.208956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214.178260,457.200427,19.568640,24.307509,47.767667,32.520819,42.824542,48.121760,44.228115,50.792759,52.279276,73.918551,40.589871,36.582774,49.442311,273.712822,42.369275,61.947685,41.925616,48.113946,64.779730,40.271716,44.647343,47.473648,87.869300,52.425267,56.938308,43.140249,56.560758,43.826858,37.351241,36.495423,65.586039,39.113465,42.731405,42.734743,45.036016,33.923336,58.620246,47.207264,43.177881,46.201788,42.990494,46.472946,48.555580,266.129631,42.573963,24.114330,54.270200,1639.265843,1724.756851,3764226.952245,79.470309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.501218,415.478996,111.726347,64.146361,27.302907,51.954978,37.550816,65.956532,49.732207,45.037539,38.859645,118.106971,58.135676,57.816000,44.870061,60.188198,43.590737,59.492601,44.168182,46.140816,52.863746,48.731634,40.029138,45.408640,33.995815,51.902247,20.115671,68.346549,34.707220,33.388934,672.235384,40.833706,48.369302,39.072591,43.373122,79.966598,50.642703,50.594532,43.596057,62.278389,50.805402,45.499030,29.663258,45.515556,47.955147,29.948600,44.340943,48.564564,55.007403,794.977026,160113.655645,8454.996956,91.866925,102.464229,112.849540,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
